transaction_id,arrival_timestamp,order_type,service_duration_min
20251225-0100,2025-12-25T10:53:39,blended,5.4507
20251225-0101,2025-12-25T11:19:09,blended,2.9255
20251225-0102,2025-12-25T11:24:48,espresso,3.6237
20251225-0103,2025-12-25T11:26:10,espresso,2.7272
20251225-0104,2025-12-25T11:28:47,drip,1.7793
20251225-0105,2025-12-25T11:29:40,drip,1.3508
20251225-0106,2025-12-25T11:36:56,espresso,2.5737
20251225-0107,2025-12-25T11:37:18,drip,2.0435
20251225-0108,2025-12-25T11:39:55,blended,2.9385
20251225-0109,2025-12-25T11:41:08,espresso,2.5211
20251225-0110,2025-12-25T11:44:44,espresso,3.1993
20251225-0111,2025-12-25T11:46:06,drip,2.1865
20251225-0112,2025-12-25T11:48:34,drip,1.7968
20251225-0113,2025-12-25T11:49:10,espresso,5.6330
20251225-0114,2025-12-25T11:50:41,espresso,3.1515
20251225-0115,2025-12-25T11:57:00,espresso,3.9304
20251225-0116,2025-12-25T11:57:56,espresso,3.3845
20251225-0117,2025-12-25T12:01:22,drip,1.7119
20251225-0118,2025-12-25T12:05:58,drip,1.1460
20251225-0119,2025-12-25T12:25:05,espresso,4.1131
20251225-0120,2025-12-25T12:27:50,espresso,4.0961
20251225-0121,2025-12-25T12:34:14,drip,3.1255
20251225-0122,2025-12-25T12:35:30,blended,3.8204
20251225-0123,2025-12-25T12:40:39,blended,7.9071
20251225-0124,2025-12-25T12:42:50,drip,2.3685
20251225-0125,2025-12-25T12:43:19,espresso,4.6760
20251225-0126,2025-12-25T12:48:33,espresso,2.1247
20251225-0127,2025-12-25T12:48:50,drip,1.9777
20251225-0128,2025-12-25T12:55:21,espresso,5.1863
20251225-0129,2025-12-25T12:56:09,espresso,2.1122
20251225-0130,2025-12-25T13:05:11,drip,0.8744
20251225-0131,2025-12-25T13:13:20,espresso,2.6855
20251225-0132,2025-12-25T13:18:13,espresso,5.6618
20251225-0133,2025-12-25T13:30:52,drip,2.7922
20251225-0134,2025-12-25T13:31:15,espresso,3.1374
20251225-0135,2025-12-25T13:38:03,espresso,2.5352
20251225-0136,2025-12-25T13:47:30,drip,2.2532
20251225-0137,2025-12-25T13:49:50,espresso,4.8667
20251225-0138,2025-12-25T13:50:22,drip,2.3683
20251225-0139,2025-12-25T14:06:05,drip,2.9337
20251225-0140,2025-12-25T14:09:53,espresso,5.1611
20251225-0141,2025-12-25T14:23:55,espresso,3.6635
20251225-0142,2025-12-25T14:27:36,espresso,4.0908
20251225-0143,2025-12-25T14:31:15,espresso,3.3836
20251225-0144,2025-12-25T14:40:46,blended,2.6214
20251225-0145,2025-12-25T14:43:56,drip,2.0670
20251225-0146,2025-12-25T14:46:38,drip,1.3750
20251225-0147,2025-12-25T15:00:18,blended,2.9481
20251225-0148,2025-12-25T15:00:26,espresso,4.4407
20251225-0149,2025-12-25T15:01:03,espresso,2.6331
20251225-0150,2025-12-25T15:08:55,espresso,2.9440
20251225-0151,2025-12-25T15:09:59,espresso,2.2996
20251225-0152,2025-12-25T15:20:05,espresso,2.4182
20251225-0153,2025-12-25T15:28:36,drip,1.8925
20251225-0154,2025-12-25T15:30:34,espresso,3.5026
20251225-0155,2025-12-25T15:30:37,espresso,3.0270
20251225-0156,2025-12-25T15:30:56,espresso,3.7482
20251225-0157,2025-12-25T15:36:41,drip,2.4539
20251225-0158,2025-12-25T15:44:23,drip,1.2341
20251225-0159,2025-12-25T15:49:32,blended,5.0639
20251225-0160,2025-12-25T15:51:08,drip,2.0661
20251225-0161,2025-12-25T16:12:26,espresso,3.3980
20251225-0162,2025-12-25T16:15:23,espresso,2.1718
20251225-0163,2025-12-25T16:16:42,drip,1.7362
20251225-0164,2025-12-25T16:18:24,espresso,3.9386
20251225-0165,2025-12-25T16:18:33,espresso,2.0766
20251225-0166,2025-12-25T16:29:47,drip,3.8146
20251225-0167,2025-12-25T16:34:12,espresso,4.4463
20251225-0168,2025-12-25T16:34:54,espresso,2.3494
20251225-0169,2025-12-25T16:35:46,espresso,2.8638
20251225-0170,2025-12-25T16:38:13,drip,1.3048
20251225-0171,2025-12-25T16:47:58,drip,0.8995
20251226-0000,2025-12-26T07:00:32,espresso,2.7249
20251226-0001,2025-12-26T07:04:15,espresso,3.8311
20251226-0002,2025-12-26T07:05:12,blended,4.4095
20251226-0003,2025-12-26T07:06:47,drip,2.1989
20251226-0004,2025-12-26T07:10:25,espresso,4.3099
20251226-0005,2025-12-26T07:13:10,drip,3.1997
20251226-0006,2025-12-26T07:13:33,blended,4.1049
20251226-0007,2025-12-26T07:14:41,espresso,3.4775
20251226-0008,2025-12-26T07:21:39,drip,2.9913
20251226-0009,2025-12-26T07:22:44,drip,1.2830
20251226-0010,2025-12-26T07:23:43,drip,2.5238
20251226-0011,2025-12-26T07:26:40,blended,4.6374
20251226-0012,2025-12-26T07:28:57,espresso,3.2693
20251226-0013,2025-12-26T07:29:24,drip,1.0085
20251226-0014,2025-12-26T07:30:53,blended,5.2232
20251226-0015,2025-12-26T07:35:48,drip,1.8357
20251226-0016,2025-12-26T07:38:10,blended,3.3562
20251226-0017,2025-12-26T07:40:43,blended,4.9495
20251226-0018,2025-12-26T07:41:32,drip,1.6241
20251226-0019,2025-12-26T07:44:26,espresso,2.2814
20251226-0020,2025-12-26T07:46:43,espresso,3.8714
20251226-0021,2025-12-26T07:48:04,drip,1.3337
20251226-0022,2025-12-26T07:54:17,espresso,2.5143
20251226-0023,2025-12-26T07:56:56,espresso,3.8686
20251226-0024,2025-12-26T08:05:36,blended,3.9633
20251226-0025,2025-12-26T08:06:54,espresso,3.9519
20251226-0026,2025-12-26T08:08:03,blended,4.6683
20251226-0027,2025-12-26T08:10:58,drip,2.2646
20251226-0028,2025-12-26T08:11:47,espresso,2.6771
20251226-0029,2025-12-26T08:12:17,espresso,2.9271
20251226-0030,2025-12-26T08:12:26,drip,0.9128
20251226-0031,2025-12-26T08:13:46,espresso,4.1220
20251226-0032,2025-12-26T08:13:46,drip,1.2731
20251226-0033,2025-12-26T08:14:43,drip,3.5578
20251226-0034,2025-12-26T08:14:59,blended,4.0300
20251226-0035,2025-12-26T08:16:08,drip,2.2933
20251226-0036,2025-12-26T08:16:42,drip,2.2948
20251226-0037,2025-12-26T08:19:22,blended,3.5914
20251226-0038,2025-12-26T08:19:35,blended,4.1201
20251226-0039,2025-12-26T08:25:46,blended,2.8072
20251226-0040,2025-12-26T08:25:57,drip,1.9921
20251226-0041,2025-12-26T08:29:27,drip,3.0674
20251226-0042,2025-12-26T08:29:33,espresso,3.8399
20251226-0043,2025-12-26T08:29:44,drip,2.6209
20251226-0044,2025-12-26T08:30:46,espresso,2.8097
20251226-0045,2025-12-26T08:31:17,blended,4.3785
20251226-0046,2025-12-26T08:31:35,drip,2.2573
20251226-0047,2025-12-26T08:31:47,espresso,1.9524
20251226-0048,2025-12-26T08:36:18,drip,2.7409
20251226-0049,2025-12-26T08:38:01,espresso,5.4253
20251226-0050,2025-12-26T08:39:07,drip,1.8770
20251226-0051,2025-12-26T08:40:12,blended,5.9795
20251226-0052,2025-12-26T08:43:33,espresso,4.6275
20251226-0053,2025-12-26T08:53:32,espresso,3.5300
20251226-0054,2025-12-26T08:56:02,espresso,3.2084
20251226-0055,2025-12-26T08:57:34,drip,2.3018
20251226-0056,2025-12-26T08:59:16,espresso,2.6769
20251226-0057,2025-12-26T09:01:07,drip,1.3756
20251226-0058,2025-12-26T09:06:53,drip,1.8186
20251226-0059,2025-12-26T09:13:43,espresso,3.6675
20251226-0060,2025-12-26T09:15:45,espresso,3.8170
20251226-0061,2025-12-26T09:19:07,blended,6.8117
20251226-0062,2025-12-26T09:21:46,espresso,1.7413
20251226-0063,2025-12-26T09:22:52,espresso,2.2666
20251226-0064,2025-12-26T09:23:10,drip,1.4901
20251226-0065,2025-12-26T09:24:37,espresso,1.2591
20251226-0066,2025-12-26T09:31:10,espresso,3.4660
20251226-0067,2025-12-26T09:32:08,blended,3.2510
20251226-0068,2025-12-26T09:34:35,espresso,3.2469
20251226-0069,2025-12-26T09:34:57,blended,4.7202
20251226-0070,2025-12-26T09:35:18,blended,4.5509
20251226-0071,2025-12-26T09:39:45,drip,2.2870
20251226-0072,2025-12-26T09:44:42,drip,1.9020
20251226-0073,2025-12-26T09:54:21,blended,2.2552
20251226-0074,2025-12-26T09:59:45,espresso,4.3689
20251226-0075,2025-12-26T10:08:44,espresso,1.9756
20251226-0076,2025-12-26T10:10:20,espresso,5.0081
20251226-0077,2025-12-26T10:13:46,espresso,2.6051
20251226-0078,2025-12-26T10:21:07,espresso,3.7309
20251226-0079,2025-12-26T10:22:38,blended,4.6982
20251226-0080,2025-12-26T10:28:32,espresso,4.3097
20251226-0081,2025-12-26T10:34:42,espresso,5.1431
20251226-0082,2025-12-26T10:35:03,blended,7.4851
20251226-0083,2025-12-26T10:40:20,blended,4.8710
20251226-0084,2025-12-26T10:56:16,blended,3.0162
20251226-0085,2025-12-26T10:56:45,espresso,4.5141
20251226-0086,2025-12-26T11:00:52,drip,1.7771
20251226-0087,2025-12-26T11:02:03,drip,1.3451
20251226-0088,2025-12-26T11:15:19,drip,2.4200
20251226-0089,2025-12-26T11:16:12,blended,4.0131
20251226-0090,2025-12-26T11:18:33,blended,6.1318
20251226-0091,2025-12-26T11:26:04,blended,3.0565
20251226-0092,2025-12-26T11:29:43,espresso,2.8362
20251226-0093,2025-12-26T11:31:35,espresso,3.5895
20251226-0094,2025-12-26T11:35:57,drip,2.5538
20251226-0095,2025-12-26T11:38:30,blended,2.2520
20251226-0096,2025-12-26T11:39:01,espresso,2.5040
20251226-0097,2025-12-26T11:42:29,espresso,3.1812
20251226-0098,2025-12-26T11:45:03,blended,8.3092
20251226-0099,2025-12-26T11:56:34,espresso,2.0738
20251226-0100,2025-12-26T12:01:03,espresso,3.6512
20251226-0101,2025-12-26T12:08:23,espresso,2.2504
20251226-0102,2025-12-26T12:11:37,drip,2.3056
20251226-0103,2025-12-26T12:12:35,drip,1.7424
20251226-0104,2025-12-26T12:14:47,espresso,3.1372
20251226-0105,2025-12-26T12:16:50,drip,2.1911
20251226-0106,2025-12-26T12:20:39,espresso,3.5196
20251226-0107,2025-12-26T12:23:56,espresso,2.3284
20251226-0108,2025-12-26T12:35:00,espresso,4.9761
20251226-0109,2025-12-26T12:37:26,espresso,3.4350
20251226-0110,2025-12-26T12:39:26,blended,2.9806
20251226-0111,2025-12-26T12:41:28,drip,2.0211
20251226-0112,2025-12-26T12:50:08,espresso,2.6433
20251226-0113,2025-12-26T12:55:21,blended,5.0296
20251226-0114,2025-12-26T12:55:37,espresso,3.4494
20251226-0115,2025-12-26T12:56:07,espresso,3.5639
20251226-0116,2025-12-26T13:00:34,drip,1.8607
20251226-0117,2025-12-26T13:02:55,drip,1.9871
20251226-0118,2025-12-26T13:05:07,espresso,2.7110
20251226-0119,2025-12-26T13:09:01,blended,6.8677
20251226-0120,2025-12-26T13:20:03,espresso,2.2055
20251226-0121,2025-12-26T13:25:39,espresso,3.8257
20251226-0122,2025-12-26T13:35:14,espresso,3.8313
20251226-0123,2025-12-26T13:53:37,espresso,2.7212
20251226-0124,2025-12-26T14:17:08,blended,3.8606
20251226-0125,2025-12-26T14:20:08,espresso,3.6425
20251226-0126,2025-12-26T14:28:12,drip,2.6417
20251226-0127,2025-12-26T14:31:01,drip,1.9682
20251226-0128,2025-12-26T14:34:26,blended,4.7925
20251226-0129,2025-12-26T14:37:17,espresso,2.3956
20251226-0130,2025-12-26T14:43:55,drip,2.9701
20251226-0131,2025-12-26T14:48:56,blended,2.6732
20251226-0132,2025-12-26T14:50:05,drip,1.6537
20251226-0133,2025-12-26T15:05:04,blended,3.4811
20251226-0134,2025-12-26T15:10:09,espresso,5.1015
20251226-0135,2025-12-26T15:11:25,espresso,1.8641
20251226-0136,2025-12-26T15:13:05,blended,4.5085
20251226-0137,2025-12-26T15:13:12,espresso,4.6675
20251226-0138,2025-12-26T15:15:15,drip,1.8470
20251226-0139,2025-12-26T15:19:01,espresso,3.5526
20251226-0140,2025-12-26T15:25:48,espresso,3.0316
20251226-0141,2025-12-26T15:27:02,drip,1.4755
20251226-0142,2025-12-26T15:30:57,blended,5.3673
20251226-0143,2025-12-26T15:32:20,drip,1.3337
20251226-0144,2025-12-26T15:34:27,espresso,3.5056
20251226-0145,2025-12-26T15:41:43,espresso,2.6821
20251226-0146,2025-12-26T15:42:49,espresso,1.4207
20251226-0147,2025-12-26T15:59:39,blended,3.2332
20251226-0148,2025-12-26T16:04:15,blended,4.0331
20251226-0149,2025-12-26T16:10:00,espresso,3.4130
20251226-0150,2025-12-26T16:13:39,espresso,9.9839
20251226-0151,2025-12-26T16:14:02,blended,5.3768
20251226-0152,2025-12-26T16:14:58,blended,4.8937
20251226-0153,2025-12-26T16:25:39,espresso,3.4416
20251226-0154,2025-12-26T16:26:05,drip,1.8234
20251226-0155,2025-12-26T16:27:07,drip,1.3187
20251226-0156,2025-12-26T16:27:28,espresso,6.3520
20251226-0157,2025-12-26T16:31:12,blended,3.4277
20251226-0158,2025-12-26T16:32:42,drip,1.7496
20251226-0159,2025-12-26T16:34:06,drip,1.3389
20251226-0160,2025-12-26T16:34:40,blended,4.9453
20251226-0161,2025-12-26T16:40:28,espresso,2.3159
20251226-0162,2025-12-26T16:40:38,espresso,3.1295
20251226-0163,2025-12-26T16:41:42,espresso,3.5736
20251226-0164,2025-12-26T16:41:46,espresso,5.0699
20251226-0165,2025-12-26T16:50:48,espresso,3.9196
20251226-0166,2025-12-26T16:54:45,espresso,3.4787
20251229-0000,2025-12-29T07:05:40,drip,2.3906
20251229-0001,2025-12-29T07:06:49,espresso,3.2627
20251229-0002,2025-12-29T07:06:58,espresso,3.0652
20251229-0003,2025-12-29T07:07:39,blended,4.9896
20251229-0004,2025-12-29T07:13:54,espresso,3.9822
20251229-0005,2025-12-29T07:14:34,blended,3.7137
20251229-0006,2025-12-29T07:16:30,espresso,3.9088
20251229-0007,2025-12-29T07:17:39,espresso,4.0231
20251229-0008,2025-12-29T07:21:54,espresso,4.5784
20251229-0009,2025-12-29T07:23:16,blended,6.5468
20251229-0010,2025-12-29T07:24:31,espresso,3.3084
20251229-0011,2025-12-29T07:29:29,espresso,2.6023
20251229-0012,2025-12-29T07:32:57,espresso,2.4039
20251229-0013,2025-12-29T07:33:16,espresso,2.7297
20251229-0014,2025-12-29T07:35:54,espresso,2.8032
20251229-0015,2025-12-29T07:36:56,drip,1.8190
20251229-0016,2025-12-29T07:37:10,espresso,1.4378
20251229-0017,2025-12-29T07:38:24,blended,4.4287
20251229-0018,2025-12-29T07:39:55,blended,4.7315
20251229-0019,2025-12-29T07:40:44,drip,2.1645
20251229-0020,2025-12-29T07:40:54,drip,2.5319
20251229-0021,2025-12-29T07:42:30,espresso,5.3879
20251229-0022,2025-12-29T07:43:42,espresso,3.6230
20251229-0023,2025-12-29T07:43:57,espresso,2.8053
20251229-0024,2025-12-29T07:45:47,drip,2.5150
20251229-0025,2025-12-29T07:50:26,drip,2.4641
20251229-0026,2025-12-29T07:55:54,espresso,2.7123
20251229-0027,2025-12-29T07:56:17,espresso,4.2281
20251229-0028,2025-12-29T07:57:52,drip,0.9724
20251229-0029,2025-12-29T07:58:14,espresso,2.3983
20251229-0030,2025-12-29T08:01:36,espresso,2.2363
20251229-0031,2025-12-29T08:01:37,espresso,1.2157
20251229-0032,2025-12-29T08:02:53,espresso,2.4441
20251229-0033,2025-12-29T08:03:27,blended,5.6364
20251229-0034,2025-12-29T08:04:27,blended,4.1652
20251229-0035,2025-12-29T08:07:00,blended,5.8613
20251229-0036,2025-12-29T08:07:10,espresso,5.5885
20251229-0037,2025-12-29T08:07:53,drip,3.0882
20251229-0038,2025-12-29T08:09:45,espresso,2.6853
20251229-0039,2025-12-29T08:10:04,espresso,3.0923
20251229-0040,2025-12-29T08:13:41,drip,2.0074
20251229-0041,2025-12-29T08:15:32,espresso,5.9317
20251229-0042,2025-12-29T08:16:03,drip,1.6697
20251229-0043,2025-12-29T08:16:20,drip,2.7770
20251229-0044,2025-12-29T08:17:15,espresso,3.8980
20251229-0045,2025-12-29T08:18:43,espresso,1.5411
20251229-0046,2025-12-29T08:19:15,drip,1.8522
20251229-0047,2025-12-29T08:20:13,espresso,2.3525
20251229-0048,2025-12-29T08:26:26,espresso,2.9763
20251229-0049,2025-12-29T08:26:34,espresso,1.5628
20251229-0050,2025-12-29T08:26:57,espresso,6.0944
20251229-0051,2025-12-29T08:27:46,espresso,2.8810
20251229-0052,2025-12-29T08:28:28,espresso,2.9865
20251229-0053,2025-12-29T08:28:59,drip,3.2648
20251229-0054,2025-12-29T08:29:35,espresso,2.1189
20251229-0055,2025-12-29T08:33:39,espresso,3.9546
20251229-0056,2025-12-29T08:36:52,espresso,2.5777
20251229-0057,2025-12-29T08:37:37,espresso,1.7954
20251229-0058,2025-12-29T08:38:46,espresso,4.1403
20251229-0059,2025-12-29T08:41:20,blended,6.6156
20251229-0060,2025-12-29T08:41:52,espresso,3.2393
20251229-0061,2025-12-29T08:42:39,espresso,1.2725
20251229-0062,2025-12-29T08:44:08,blended,5.6842
20251229-0063,2025-12-29T08:44:27,espresso,2.6648
20251229-0064,2025-12-29T08:44:59,espresso,4.0053
20251229-0065,2025-12-29T08:47:06,espresso,3.3471
20251229-0066,2025-12-29T08:48:24,espresso,2.7643
20251229-0067,2025-12-29T08:49:25,espresso,2.3190
20251229-0068,2025-12-29T08:52:39,blended,6.5715
20251229-0069,2025-12-29T08:53:33,espresso,3.3916
20251229-0070,2025-12-29T08:55:09,espresso,2.9156
20251229-0071,2025-12-29T09:05:35,drip,1.8686
20251229-0072,2025-12-29T09:12:01,drip,2.3885
20251229-0073,2025-12-29T09:12:47,espresso,4.3262
20251229-0074,2025-12-29T09:13:44,espresso,3.3545
20251229-0075,2025-12-29T09:14:27,blended,5.1720
20251229-0076,2025-12-29T09:23:22,blended,4.0772
20251229-0077,2025-12-29T09:24:02,espresso,3.1018
20251229-0078,2025-12-29T09:26:28,espresso,4.1653
20251229-0079,2025-12-29T09:35:23,espresso,2.9378
20251229-0080,2025-12-29T09:37:20,espresso,2.2620
20251229-0081,2025-12-29T09:38:36,espresso,4.0825
20251229-0082,2025-12-29T09:41:41,espresso,3.8142
20251229-0083,2025-12-29T09:45:00,espresso,4.6063
20251229-0084,2025-12-29T09:50:54,blended,5.3252
20251229-0085,2025-12-29T09:53:25,drip,2.5169
20251229-0086,2025-12-29T09:53:35,blended,5.0039
20251229-0087,2025-12-29T09:59:17,espresso,2.1614
20251229-0088,2025-12-29T09:59:21,espresso,3.3223
20251229-0089,2025-12-29T10:08:05,blended,3.8846
20251229-0090,2025-12-29T10:12:25,drip,2.3868
20251229-0091,2025-12-29T10:12:48,blended,7.5358
20251229-0092,2025-12-29T10:15:56,espresso,4.2939
20251229-0093,2025-12-29T10:21:16,drip,1.3688
20251229-0094,2025-12-29T10:21:53,blended,4.9156
20251229-0095,2025-12-29T10:23:24,espresso,2.8157
20251229-0096,2025-12-29T10:26:25,drip,2.4663
20251229-0097,2025-12-29T10:29:01,drip,2.5973
20251229-0098,2025-12-29T10:33:06,drip,1.9972
20251229-0099,2025-12-29T10:33:41,drip,1.8189
20251229-0100,2025-12-29T10:44:35,blended,5.0000
20251229-0101,2025-12-29T10:49:18,blended,3.7647
20251229-0102,2025-12-29T10:50:45,espresso,4.5180
20251229-0103,2025-12-29T10:52:59,blended,5.3381
20251229-0104,2025-12-29T10:53:39,drip,1.7977
20251229-0105,2025-12-29T10:56:33,blended,3.3450
20251229-0106,2025-12-29T10:59:41,espresso,3.6325
20251229-0107,2025-12-29T11:02:40,espresso,4.8406
20251229-0108,2025-12-29T11:09:55,espresso,4.3979
20251229-0109,2025-12-29T11:14:59,espresso,2.2506
20251229-0110,2025-12-29T11:18:23,espresso,3.9198
20251229-0111,2025-12-29T11:23:50,blended,5.3380
20251229-0112,2025-12-29T11:24:12,blended,4.2438
20251229-0113,2025-12-29T11:25:23,espresso,3.3966
20251229-0114,2025-12-29T11:27:05,espresso,4.3113
20251229-0115,2025-12-29T11:29:58,espresso,3.5225
20251229-0116,2025-12-29T11:30:00,drip,1.1367
20251229-0117,2025-12-29T11:32:06,blended,3.5708
20251229-0118,2025-12-29T11:37:41,espresso,2.8916
20251229-0119,2025-12-29T11:40:08,espresso,2.5697
20251229-0120,2025-12-29T11:47:02,espresso,4.5057
20251229-0121,2025-12-29T11:47:50,espresso,3.8661
20251229-0122,2025-12-29T11:49:12,drip,1.3916
20251229-0123,2025-12-29T11:54:38,blended,5.0725
20251229-0124,2025-12-29T11:55:30,drip,2.6823
20251229-0125,2025-12-29T11:57:55,espresso,3.1227
20251229-0126,2025-12-29T12:04:11,espresso,3.7466
20251229-0127,2025-12-29T12:08:38,drip,2.0913
20251229-0128,2025-12-29T12:10:54,espresso,2.3172
20251229-0129,2025-12-29T12:11:05,blended,5.0783
20251229-0130,2025-12-29T12:28:43,drip,1.7366
20251229-0131,2025-12-29T12:30:02,espresso,5.5303
20251229-0132,2025-12-29T12:32:29,espresso,2.2719
20251229-0133,2025-12-29T12:32:32,drip,2.0231
20251229-0134,2025-12-29T12:33:35,drip,2.7328
20251229-0135,2025-12-29T12:34:45,blended,3.9994
20251229-0136,2025-12-29T12:41:35,blended,5.0486
20251229-0137,2025-12-29T12:41:44,espresso,10.3354
20251229-0138,2025-12-29T12:48:06,drip,2.6672
20251229-0139,2025-12-29T12:54:14,drip,2.3048
20251229-0140,2025-12-29T12:56:38,drip,2.5565
20251229-0141,2025-12-29T12:56:45,espresso,3.9599
20251229-0142,2025-12-29T12:57:27,espresso,2.5122
20251229-0143,2025-12-29T13:17:11,drip,2.2473
20251229-0144,2025-12-29T13:24:49,blended,8.6594
20251229-0145,2025-12-29T13:31:38,blended,6.5138
20251229-0146,2025-12-29T13:32:45,blended,4.1628
20251229-0147,2025-12-29T13:47:41,blended,4.3042
20251229-0148,2025-12-29T14:00:24,espresso,7.3885
20251229-0149,2025-12-29T14:00:54,espresso,3.3367
20251229-0150,2025-12-29T14:02:21,blended,4.0208
20251229-0151,2025-12-29T14:17:14,drip,1.5986
20251229-0152,2025-12-29T14:32:31,espresso,3.5634
20251229-0153,2025-12-29T14:34:59,drip,1.7748
20251229-0154,2025-12-29T14:35:11,espresso,3.5118
20251229-0155,2025-12-29T14:43:04,drip,2.2854
20251229-0156,2025-12-29T14:47:00,blended,6.7944
20251229-0157,2025-12-29T14:50:00,espresso,3.1465
20251229-0158,2025-12-29T15:05:33,espresso,1.6874
20251229-0159,2025-12-29T15:08:35,espresso,3.0921
20251229-0160,2025-12-29T15:17:04,drip,1.9020
20251229-0161,2025-12-29T15:22:02,blended,4.1343
20251229-0162,2025-12-29T15:25:06,espresso,3.2875
20251229-0163,2025-12-29T15:28:23,espresso,1.8540
20251229-0164,2025-12-29T15:31:48,blended,3.2736
20251229-0165,2025-12-29T15:42:57,espresso,2.9769
20251229-0166,2025-12-29T15:45:36,espresso,4.6055
20251229-0167,2025-12-29T15:48:48,blended,4.5313
20251229-0168,2025-12-29T15:54:11,espresso,4.0741
20251229-0169,2025-12-29T15:57:51,espresso,2.2047
20251229-0170,2025-12-29T16:04:19,blended,3.6738
20251229-0171,2025-12-29T16:10:01,drip,0.8900
20251229-0172,2025-12-29T16:19:46,drip,1.1797
20251229-0173,2025-12-29T16:38:20,blended,8.3397
20251229-0174,2025-12-29T16:54:40,blended,3.1023
20251229-0175,2025-12-29T16:56:29,drip,1.5420
20251229-0176,2025-12-29T16:57:25,espresso,1.5363
20251229-0177,2025-12-29T16:59:58,blended,3.6365
20251230-0000,2025-12-30T07:02:59,espresso,2.0662
20251230-0001,2025-12-30T07:04:29,drip,2.5849
20251230-0002,2025-12-30T07:06:54,espresso,3.2290
20251230-0003,2025-12-30T07:07:57,espresso,2.8815
20251230-0004,2025-12-30T07:10:20,espresso,2.6960
20251230-0005,2025-12-30T07:12:01,drip,2.1946
20251230-0006,2025-12-30T07:12:13,drip,3.0236
20251230-0007,2025-12-30T07:13:51,blended,4.0517
20251230-0008,2025-12-30T07:14:31,espresso,3.4373
20251230-0009,2025-12-30T07:22:33,espresso,2.2827
20251230-0010,2025-12-30T07:24:50,blended,3.6233
20251230-0011,2025-12-30T07:25:01,espresso,4.2980
20251230-0012,2025-12-30T07:25:17,espresso,2.2708
20251230-0013,2025-12-30T07:27:53,espresso,3.3437
20251230-0014,2025-12-30T07:30:17,blended,5.1498
20251230-0015,2025-12-30T07:33:13,espresso,5.7532
20251230-0016,2025-12-30T07:33:18,espresso,4.4386
20251230-0017,2025-12-30T07:35:01,drip,1.6031
20251230-0018,2025-12-30T07:35:35,drip,1.9850
20251230-0019,2025-12-30T07:37:09,espresso,3.4242
20251230-0020,2025-12-30T07:40:58,blended,4.7766
20251230-0021,2025-12-30T07:49:05,blended,7.0785
20251230-0022,2025-12-30T07:51:26,drip,1.9654
20251230-0023,2025-12-30T07:52:23,espresso,3.1664
20251230-0024,2025-12-30T07:54:17,espresso,1.9564
20251230-0025,2025-12-30T07:57:49,drip,1.8937
20251230-0026,2025-12-30T07:57:59,espresso,1.8636
20251230-0027,2025-12-30T08:01:15,espresso,3.2286
20251230-0028,2025-12-30T08:03:33,espresso,4.3370
20251230-0029,2025-12-30T08:04:21,espresso,2.8146
20251230-0030,2025-12-30T08:06:17,espresso,5.1100
20251230-0031,2025-12-30T08:09:20,espresso,3.7420
20251230-0032,2025-12-30T08:12:38,espresso,3.9618
20251230-0033,2025-12-30T08:13:31,drip,2.1329
20251230-0034,2025-12-30T08:13:40,blended,6.1228
20251230-0035,2025-12-30T08:14:44,blended,4.7383
20251230-0036,2025-12-30T08:15:48,blended,4.6979
20251230-0037,2025-12-30T08:21:13,drip,1.5512
20251230-0038,2025-12-30T08:33:22,blended,3.6048
20251230-0039,2025-12-30T08:38:40,blended,4.9803
20251230-0040,2025-12-30T08:38:51,espresso,2.9662
20251230-0041,2025-12-30T08:39:52,drip,1.3411
20251230-0042,2025-12-30T08:41:58,espresso,2.8699
20251230-0043,2025-12-30T08:46:32,blended,5.7851
20251230-0044,2025-12-30T08:47:23,espresso,3.6258
20251230-0045,2025-12-30T08:48:06,blended,3.7981
20251230-0046,2025-12-30T08:55:42,espresso,3.3286
20251230-0047,2025-12-30T08:59:28,espresso,4.6535
20251230-0048,2025-12-30T09:00:38,espresso,2.4314
20251230-0049,2025-12-30T09:01:03,espresso,2.3642
20251230-0050,2025-12-30T09:10:35,blended,4.7837
20251230-0051,2025-12-30T09:12:18,drip,1.7846
20251230-0052,2025-12-30T09:12:43,blended,4.7826
20251230-0053,2025-12-30T09:19:31,drip,2.0544
20251230-0054,2025-12-30T09:23:05,espresso,3.5783
20251230-0055,2025-12-30T09:30:11,espresso,6.1533
20251230-0056,2025-12-30T09:31:25,blended,3.1721
20251230-0057,2025-12-30T09:37:49,blended,5.5104
20251230-0058,2025-12-30T09:40:05,espresso,3.8892
20251230-0059,2025-12-30T09:47:09,drip,2.4384
20251230-0060,2025-12-30T09:48:16,espresso,1.8432
20251230-0061,2025-12-30T09:48:23,blended,5.6881
20251230-0062,2025-12-30T09:51:10,drip,1.8990
20251230-0063,2025-12-30T09:52:13,espresso,3.5284
20251230-0064,2025-12-30T09:52:21,drip,1.9663
20251230-0065,2025-12-30T09:52:30,espresso,2.5294
20251230-0066,2025-12-30T09:54:22,espresso,3.1341
20251230-0067,2025-12-30T09:58:56,espresso,3.3947
20251230-0068,2025-12-30T10:05:41,espresso,4.0149
20251230-0069,2025-12-30T10:07:09,drip,2.2510
20251230-0070,2025-12-30T10:10:25,drip,1.9873
20251230-0071,2025-12-30T10:12:42,espresso,3.4442
20251230-0072,2025-12-30T10:19:53,espresso,3.4300
